owner_no,First Order Date,First Contribution Date,postal_code,state_desc,geo_area_desc,OP Prelim Capacity,LTV Tkt Value,Lifetime Giving
2409363,2019-01-12 00:00:00,,19460,Pennsylvania,2-Greater Philadelphia(70 mi.),,200.00,
2409371,2019-01-12 00:00:00,,19971,Delaware,5-NEC (140 mi. from Philly),,177.00,
2409368,2019-01-12 00:00:00,,77571,Texas,7-USA Balance,2,100.00,
2409379,2019-01-12 00:00:00,,94087,California,7-USA Balance,,110.00,
2409384,2019-01-13 00:00:00,,06067,Connecticut,6-NEC (210 mi. from Philly),4,636.00,
2409380,2019-01-13 00:00:00,,07748,New Jersey,2-Greater Philadelphia(70 mi.),,78.00,
2409403,2019-01-13 00:00:00,,08022,New Jersey,2-Greater Philadelphia(70 mi.),,270.00,
2409404,2019-01-13 00:00:00,,08043,New Jersey,1-Philadelphia City (20 mi.),,177.00,
2409386,2019-01-13 00:00:00,,08057,New Jersey,1-Philadelphia City (20 mi.),,170.00,
2409405,2019-01-13 00:00:00,,08525,New Jersey,2-Greater Philadelphia(70 mi.),,198.00,
2409395,2019-01-13 00:00:00,,08816,New Jersey,2-Greater Philadelphia(70 mi.),,318.00,
2418943,2019-01-13 00:00:00,,11226,New York,3-New York City (20 mi.),,0.00,
2409396,2019-01-13 00:00:00,,17349,Pennsylvania,5-NEC (140 mi. from Philly),,150.00,
2416281,2019-01-13 00:00:00,2020-07-29 00:00:00,18972,Pennsylvania,2-Greater Philadelphia(70 mi.),3,546.00,$68
2409387,2019-01-13 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,100.00,
2409398,2019-01-13 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),4,555.00,
2409385,2019-01-13 00:00:00,,19148,Pennsylvania,1-Philadelphia City (20 mi.),,118.00,
2409382,2019-01-13 00:00:00,,19426,Pennsylvania,2-Greater Philadelphia(70 mi.),4,687.00,
2409389,2019-01-13 00:00:00,,19462,Pennsylvania,1-Philadelphia City (20 mi.),,118.00,
2409420,2019-01-14 00:00:00,,08036,New Jersey,1-Philadelphia City (20 mi.),,118.00,
2409413,2019-01-14 00:00:00,,08901,New Jersey,2-Greater Philadelphia(70 mi.),,229.00,
2409411,2019-01-14 00:00:00,,18966,Pennsylvania,1-Philadelphia City (20 mi.),4,338.00,
2409417,2019-01-14 00:00:00,,19060,Pennsylvania,1-Philadelphia City (20 mi.),,78.00,
2409407,2019-01-14 00:00:00,,19067,Pennsylvania,2-Greater Philadelphia(70 mi.),5,318.00,
2409410,2019-01-14 00:00:00,,19125,Pennsylvania,1-Philadelphia City (20 mi.),,70.00,
2409421,2019-01-14 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),3,510.00,
2409415,2019-01-14 00:00:00,,19454,Pennsylvania,1-Philadelphia City (20 mi.),,105.00,
2409408,2019-01-14 00:00:00,,19460,Pennsylvania,2-Greater Philadelphia(70 mi.),U,170.00,
2409419,2019-01-14 00:00:00,,19702,Delaware,2-Greater Philadelphia(70 mi.),,170.00,
2409418,2019-01-14 00:00:00,,19713,New York,2-Greater Philadelphia(70 mi.),,60.00,
2409423,2019-01-15 00:00:00,,08648,New Jersey,2-Greater Philadelphia(70 mi.),,158.00,
2409446,2019-01-15 00:00:00,,11223,New York,3-New York City (20 mi.),U,99.00,
2417951,2019-01-15 00:00:00,,19073,Pennsylvania,1-Philadelphia City (20 mi.),,296.00,
2409432,2019-01-15 00:00:00,,19078,Pennsylvania,1-Philadelphia City (20 mi.),U,170.00,
2409431,2019-01-15 00:00:00,,19086,Pennsylvania,1-Philadelphia City (20 mi.),2,198.00,
2409445,2019-01-15 00:00:00,,19087,Pennsylvania,1-Philadelphia City (20 mi.),,150.00,
2409428,2019-01-15 00:00:00,,19087,Pennsylvania,1-Philadelphia City (20 mi.),5,410.00,
2409433,2019-01-15 00:00:00,,19103,New York,1-Philadelphia City (20 mi.),,60.00,
2409439,2019-01-15 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,170.00,
2409422,2019-01-15 00:00:00,,19122,Pennsylvania,1-Philadelphia City (20 mi.),,20.00,
2409427,2019-01-15 00:00:00,2019-04-10 00:00:00,19130,Pennsylvania,1-Philadelphia City (20 mi.),2,328.00,$10
2408760,2019-01-16 00:00:00,,08108,New Jersey,1-Philadelphia City (20 mi.),,105.00,
2409457,2019-01-16 00:00:00,,17602,Pennsylvania,2-Greater Philadelphia(70 mi.),,100.00,
2409453,2019-01-16 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,200.00,
1547140,2019-01-16 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),,270.00,
2409461,2019-01-16 00:00:00,,19125,Pennsylvania,1-Philadelphia City (20 mi.),,145.00,
2409463,2019-01-16 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),,140.00,
2409459,2019-01-16 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),,112.00,
2409460,2019-01-16 00:00:00,,19147,New York,1-Philadelphia City (20 mi.),,60.00,
2409458,2019-01-16 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),U,340.00,
2409456,2019-01-16 00:00:00,,19425,Pennsylvania,2-Greater Philadelphia(70 mi.),4,336.00,
2409451,2019-01-16 00:00:00,,20904,Maryland,4-DC (20 mi.),,375.00,
2409476,2019-01-17 00:00:00,,02806,Rhode Island,7-USA Balance,4,39.00,
2409474,2019-01-17 00:00:00,,07722,New Jersey,2-Greater Philadelphia(70 mi.),5,396.00,
2409477,2019-01-17 00:00:00,,08080,New Jersey,1-Philadelphia City (20 mi.),U,122.00,
2409466,2019-01-17 00:00:00,2019-11-25 00:00:00,189381530,Pennsylvania,2-Greater Philadelphia(70 mi.),4,356.00,$32
2409467,2019-01-17 00:00:00,,19021,Pennsylvania,1-Philadelphia City (20 mi.),U,110.00,
2409448,2019-01-17 00:00:00,,19026,Pennsylvania,1-Philadelphia City (20 mi.),3,70.00,
2397795,2019-01-17 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,160.00,
2409473,2019-01-17 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),1,354.00,
2409475,2019-01-17 00:00:00,,19118,Pennsylvania,1-Philadelphia City (20 mi.),,75.00,
2409472,2019-01-17 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),3,0.00,
2409479,2019-01-18 00:00:00,,19033,Pennsylvania,1-Philadelphia City (20 mi.),U,78.00,
2409483,2019-01-18 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
2409484,2019-01-18 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
2409485,2019-01-18 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
2409486,2019-01-18 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
2409487,2019-01-18 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
2409488,2019-01-18 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
2409489,2019-01-18 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,0.00,
2409498,2019-01-18 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),2,110.00,
2409482,2019-01-18 00:00:00,,19144,Pennsylvania,1-Philadelphia City (20 mi.),1,94.00,
2409497,2019-01-18 00:00:00,,77429,Texas,7-USA Balance,2,110.00,
2409514,2019-01-19 00:00:00,,11201,New York,3-New York City (20 mi.),2,118.00,
2409510,2019-01-19 00:00:00,,15213,Pennsylvania,7-USA Balance,U,78.00,
2409507,2019-01-19 00:00:00,,19027,Pennsylvania,1-Philadelphia City (20 mi.),U,270.00,
2409511,2019-01-19 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),U,198.00,
2409501,2019-01-19 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),,40.00,
412787,2019-01-19 00:00:00,,19301,Pennsylvania,1-Philadelphia City (20 mi.),2,59.00,
2409512,2019-01-19 00:00:00,,20011,D.C.,4-DC (20 mi.),U,50.00,
2409515,2019-01-19 00:00:00,,80122,Pennsylvania,7-USA Balance,4,99.00,
2409534,2019-01-20 00:00:00,2019-01-20 00:00:00,07716,New Jersey,2-Greater Philadelphia(70 mi.),5,477.00,$10
2409535,2019-01-20 00:00:00,,11210,New York,3-New York City (20 mi.),2,59.00,
2409522,2019-01-20 00:00:00,,190032501,Pennsylvania,1-Philadelphia City (20 mi.),4,835.00,
2408965,2019-01-20 00:00:00,,19060,Pennsylvania,1-Philadelphia City (20 mi.),3,92.00,
2409524,2019-01-20 00:00:00,,19094,Pennsylvania,1-Philadelphia City (20 mi.),4,170.00,
2409532,2019-01-20 00:00:00,,19148,Pennsylvania,1-Philadelphia City (20 mi.),U,78.00,
2409518,2019-01-21 00:00:00,,080281555,New Jersey,1-Philadelphia City (20 mi.),3,59.00,
2409544,2019-01-21 00:00:00,,08088,New Jersey,2-Greater Philadelphia(70 mi.),3,470.00,
2409542,2019-01-21 00:00:00,,080880000,New Jersey,2-Greater Philadelphia(70 mi.),,150.00,
2409549,2019-01-21 00:00:00,,08302,New Jersey,2-Greater Philadelphia(70 mi.),2,268.00,
2409543,2019-01-21 00:00:00,,12210,New York,6-NEC (210 mi. from Philly),3,118.00,
2409551,2019-01-21 00:00:00,2019-01-21 00:00:00,18901,Pennsylvania,2-Greater Philadelphia(70 mi.),2,0.00,$7500
2409554,2019-01-21 00:00:00,,18940,Pennsylvania,2-Greater Philadelphia(70 mi.),4,118.00,
2409547,2019-01-21 00:00:00,,19073,Pennsylvania,1-Philadelphia City (20 mi.),4,440.00,
2409545,2019-01-21 00:00:00,,19096,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2409564,2019-01-21 00:00:00,,19125,Pennsylvania,1-Philadelphia City (20 mi.),2,728.00,
2409575,2019-01-22 00:00:00,,08093,New Jersey,1-Philadelphia City (20 mi.),U,70.00,
2409605,2019-01-22 00:00:00,,08251,New Jersey,2-Greater Philadelphia(70 mi.),3,70.00,
2409136,2019-01-22 00:00:00,,10923,New York,5-NEC (140 mi. from Philly),3,46.00,
2409587,2019-01-22 00:00:00,,18947,Pennsylvania,2-Greater Philadelphia(70 mi.),3,170.00,
2409601,2019-01-22 00:00:00,,19006,Pennsylvania,1-Philadelphia City (20 mi.),4,270.00,
107992,2019-01-22 00:00:00,,190262016,Pennsylvania,1-Philadelphia City (20 mi.),3,0.00,
2409610,2019-01-22 00:00:00,,19035,Pennsylvania,1-Philadelphia City (20 mi.),5,410.00,
2409608,2019-01-22 00:00:00,,19041,Pennsylvania,1-Philadelphia City (20 mi.),5,198.00,
2409574,2019-01-22 00:00:00,,19047,Pennsylvania,2-Greater Philadelphia(70 mi.),4,165.00,
2409573,2019-01-22 00:00:00,,19067,New York,2-Greater Philadelphia(70 mi.),U,120.00,
2409588,2019-01-22 00:00:00,,19073,Pennsylvania,1-Philadelphia City (20 mi.),,138.00,
2409600,2019-01-22 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,400.00,
2397813,2019-01-22 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,78.00,
2409582,2019-01-22 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,318.00,
2409606,2019-01-22 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),5,170.00,
2409597,2019-01-22 00:00:00,,19107,New York,1-Philadelphia City (20 mi.),U,90.00,
2409589,2019-01-22 00:00:00,,19121,Pennsylvania,1-Philadelphia City (20 mi.),U,40.00,
2409591,2019-01-22 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),U,78.00,
2409594,2019-01-22 00:00:00,,19380,Pennsylvania,2-Greater Philadelphia(70 mi.),U,140.00,
2409599,2019-01-22 00:00:00,,19462,New York,1-Philadelphia City (20 mi.),U,30.00,
2409609,2019-01-22 00:00:00,,19702,Delaware,2-Greater Philadelphia(70 mi.),3,452.00,
2373999,2019-01-22 00:00:00,,19720,Delaware,2-Greater Philadelphia(70 mi.),2,29.00,
2409580,2019-01-22 00:00:00,,21228,Maryland,5-NEC (140 mi. from Philly),3,92.00,
2409590,2019-01-22 00:00:00,,99301,Washington,7-USA Balance,U,110.00,
2409611,2019-01-23 00:00:00,2019-03-16 00:00:00,07712,New Jersey,2-Greater Philadelphia(70 mi.),5,1418.00,$31.4
2409623,2019-01-23 00:00:00,,08109,New Jersey,1-Philadelphia City (20 mi.),,75.00,
2409651,2019-01-23 00:00:00,,08234,Pennsylvania,2-Greater Philadelphia(70 mi.),3,118.00,
2417166,2019-01-23 00:00:00,,08802,New Jersey,2-Greater Philadelphia(70 mi.),4,295.00,
2408940,2019-01-23 00:00:00,,10034,New York,3-New York City (20 mi.),2,605.00,
2409657,2019-01-23 00:00:00,,17050,Pennsylvania,5-NEC (140 mi. from Philly),4,140.00,
2409642,2019-01-23 00:00:00,,19003,Pennsylvania,1-Philadelphia City (20 mi.),U,629.00,
2409634,2019-01-23 00:00:00,,19006,Pennsylvania,1-Philadelphia City (20 mi.),5,255.00,
2409629,2019-01-23 00:00:00,,19072,Pennsylvania,1-Philadelphia City (20 mi.),6,198.00,
2409637,2019-01-23 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),U,118.00,
2409656,2019-01-23 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),U,35.00,
2409655,2019-01-23 00:00:00,,19118,Pennsylvania,1-Philadelphia City (20 mi.),6,170.00,
2409625,2019-01-23 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),U,118.00,
2409633,2019-01-23 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),U,60.00,
2409649,2019-01-23 00:00:00,,191191425,Pennsylvania,1-Philadelphia City (20 mi.),4,118.00,
2409645,2019-01-23 00:00:00,,19123,Pennsylvania,1-Philadelphia City (20 mi.),4,105.00,
2409644,2019-01-23 00:00:00,,19134,Pennsylvania,1-Philadelphia City (20 mi.),U,110.00,
2416946,2019-01-23 00:00:00,2020-05-31 00:00:00,19145,Pennsylvania,1-Philadelphia City (20 mi.),3,608.00,$160
2409626,2019-01-23 00:00:00,,19152,Pennsylvania,1-Philadelphia City (20 mi.),3,693.00,
2409615,2019-01-23 00:00:00,,19341,Pennsylvania,2-Greater Philadelphia(70 mi.),5,92.00,
2409636,2019-01-23 00:00:00,,19365,Pennsylvania,2-Greater Philadelphia(70 mi.),3,170.00,
2409640,2019-01-23 00:00:00,,19380,Pennsylvania,2-Greater Philadelphia(70 mi.),4,118.00,
2411953,2019-01-23 00:00:00,,19380,Pennsylvania,2-Greater Philadelphia(70 mi.),4,510.00,
2409618,2019-01-23 00:00:00,2020-02-11 00:00:00,19390,Pennsylvania,2-Greater Philadelphia(70 mi.),4,469.00,$196
2409624,2019-01-23 00:00:00,,194031860,Pennsylvania,1-Philadelphia City (20 mi.),4,118.00,
2409672,2019-01-24 00:00:00,,08057,New Jersey,1-Philadelphia City (20 mi.),5,96.00,
2409671,2019-01-24 00:00:00,,08096,New Jersey,1-Philadelphia City (20 mi.),2,70.00,
2409667,2019-01-24 00:00:00,,17356,Pennsylvania,5-NEC (140 mi. from Philly),,40.00,
2409689,2019-01-24 00:00:00,,18084,Pennsylvania,2-Greater Philadelphia(70 mi.),3,118.00,
2409662,2019-01-24 00:00:00,,19026,Pennsylvania,1-Philadelphia City (20 mi.),2,118.00,
2409669,2019-01-24 00:00:00,,19041,Pennsylvania,1-Philadelphia City (20 mi.),6,598.00,
2409685,2019-01-24 00:00:00,2020-05-22 00:00:00,19050,Pennsylvania,1-Philadelphia City (20 mi.),1,252.00,$50
2409687,2019-01-24 00:00:00,2019-04-29 00:00:00,19086,Pennsylvania,1-Philadelphia City (20 mi.),4,1577.00,$94
2409697,2019-01-24 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),3,118.00,
2409668,2019-01-24 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),U,378.00,
2409639,2019-01-24 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),U,270.00,
2409675,2019-01-24 00:00:00,,19123,Pennsylvania,1-Philadelphia City (20 mi.),2,70.00,
2409676,2019-01-24 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),U,118.00,
2409681,2019-01-24 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),U,141.00,
2409679,2019-01-24 00:00:00,,19301,Pennsylvania,1-Philadelphia City (20 mi.),3,118.00,
2409666,2019-01-24 00:00:00,,19317,Pennsylvania,2-Greater Philadelphia(70 mi.),4,118.00,
2409677,2019-01-24 00:00:00,,19317,Pennsylvania,2-Greater Philadelphia(70 mi.),4,118.00,
2409663,2019-01-24 00:00:00,,19355,Pennsylvania,2-Greater Philadelphia(70 mi.),4,198.00,
2409692,2019-01-24 00:00:00,,19806,New York,2-Greater Philadelphia(70 mi.),U,120.00,
2409664,2019-01-24 00:00:00,,28787,North Carolina,7-USA Balance,,75.00,
2409711,2019-01-25 00:00:00,,07840,New Jersey,2-Greater Philadelphia(70 mi.),3,297.00,
2409732,2019-01-25 00:00:00,,08034,New Jersey,1-Philadelphia City (20 mi.),U,0.00,
2409714,2019-01-25 00:00:00,,08054,New Jersey,1-Philadelphia City (20 mi.),5,32.00,
2401838,2019-01-25 00:00:00,,10019,New York,3-New York City (20 mi.),U,0.00,
2409744,2019-01-25 00:00:00,,17368,Pennsylvania,5-NEC (140 mi. from Philly),2,78.00,
2409729,2019-01-25 00:00:00,,18936,Pennsylvania,1-Philadelphia City (20 mi.),3,512.00,
2409745,2019-01-25 00:00:00,,19041,Pennsylvania,1-Philadelphia City (20 mi.),5,410.00,
2409713,2019-01-25 00:00:00,,19047,Pennsylvania,2-Greater Philadelphia(70 mi.),5,513.00,
2409723,2019-01-25 00:00:00,,19073,New York,1-Philadelphia City (20 mi.),U,60.00,
2409743,2019-01-25 00:00:00,,19083,Pennsylvania,1-Philadelphia City (20 mi.),3,170.00,
2409707,2019-01-25 00:00:00,,19095,Pennsylvania,1-Philadelphia City (20 mi.),U,78.00,
2409733,2019-01-25 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2409736,2019-01-25 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2409700,2019-01-25 00:00:00,2019-01-25 00:00:00,19104,Pennsylvania,1-Philadelphia City (20 mi.),4,446.00,$25
2409730,2019-01-25 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),2,70.00,
2409706,2019-01-25 00:00:00,,19148,New York,1-Philadelphia City (20 mi.),U,60.00,
2409702,2019-01-25 00:00:00,,19317,Pennsylvania,2-Greater Philadelphia(70 mi.),3,198.00,
2409704,2019-01-25 00:00:00,,21703,Maryland,5-NEC (140 mi. from Philly),3,110.00,
2408107,2019-01-25 00:00:00,,30307,Georgia,7-USA Balance,4,157.00,
2409705,2019-01-25 00:00:00,,38017,Tennessee,7-USA Balance,U,140.00,
2409722,2019-01-25 00:00:00,,55305,Minnesota,7-USA Balance,U,205.00,
2409698,2019-01-25 00:00:00,,94089,California,7-USA Balance,U,78.00,
2409765,2019-01-26 00:00:00,,08108,New Jersey,1-Philadelphia City (20 mi.),2,110.00,
2409785,2019-01-26 00:00:00,,08618,New Jersey,2-Greater Philadelphia(70 mi.),4,118.00,
2408918,2019-01-26 00:00:00,,08628,New Jersey,2-Greater Philadelphia(70 mi.),2,116.00,
2409770,2019-01-26 00:00:00,,10128,New York,3-New York City (20 mi.),2,177.00,
2409767,2019-01-26 00:00:00,,112372168,New York,3-New York City (20 mi.),U,60.00,
2409778,2019-01-26 00:00:00,,18969,Pennsylvania,2-Greater Philadelphia(70 mi.),3,170.00,
2409766,2019-01-26 00:00:00,,19004,Pennsylvania,1-Philadelphia City (20 mi.),U,258.00,
2409786,2019-01-26 00:00:00,2020-04-09 00:00:00,19036,Pennsylvania,1-Philadelphia City (20 mi.),4,287.00,$138
2409763,2019-01-26 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,396.00,
2409762,2019-01-26 00:00:00,,19118,Pennsylvania,1-Philadelphia City (20 mi.),5,258.00,
2409772,2019-01-26 00:00:00,,19125,New York,1-Philadelphia City (20 mi.),U,60.00,
2409771,2019-01-26 00:00:00,,19143,Pennsylvania,1-Philadelphia City (20 mi.),,20.00,
2409783,2019-01-26 00:00:00,,20008,D.C.,4-DC (20 mi.),U,110.00,
2409781,2019-01-26 00:00:00,,20009,D.C.,4-DC (20 mi.),U,236.00,
2409782,2019-01-26 00:00:00,,20850,Maryland,4-DC (20 mi.),4,340.00,
2409779,2019-01-26 00:00:00,,49316,Pennsylvania,7-USA Balance,3,318.00,
2409804,2019-01-27 00:00:00,,07006,New Jersey,3-New York City (20 mi.),U,118.00,
2409789,2019-01-27 00:00:00,,08055,New Jersey,1-Philadelphia City (20 mi.),3,138.00,
2409806,2019-01-27 00:00:00,,08901,New Jersey,2-Greater Philadelphia(70 mi.),3,338.00,
2409787,2019-01-27 00:00:00,,17033,Pennsylvania,5-NEC (140 mi. from Philly),3,118.00,
2409798,2019-01-27 00:00:00,,17050,Pennsylvania,5-NEC (140 mi. from Philly),U,145.00,
2409788,2019-01-27 00:00:00,,18020,Pennsylvania,2-Greater Philadelphia(70 mi.),2,118.00,
2409808,2019-01-27 00:00:00,,19064,Pennsylvania,1-Philadelphia City (20 mi.),3,270.00,
2409791,2019-01-27 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),U,256.00,
2409800,2019-01-27 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),3,156.00,
2409810,2019-01-27 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),3,258.00,
2409812,2019-01-27 00:00:00,,19119,Pennsylvania,1-Philadelphia City (20 mi.),,300.00,
2409795,2019-01-27 00:00:00,,19125,Pennsylvania,1-Philadelphia City (20 mi.),U,540.00,
2409807,2019-01-27 00:00:00,,19428,Pennsylvania,1-Philadelphia City (20 mi.),2,177.00,
2409809,2019-01-27 00:00:00,,19805,Delaware,2-Greater Philadelphia(70 mi.),U,170.00,
2409824,2019-01-28 00:00:00,,08053,New Jersey,1-Philadelphia City (20 mi.),,100.00,
2409813,2019-01-28 00:00:00,,08053,New Jersey,1-Philadelphia City (20 mi.),3,170.00,
2409839,2019-01-28 00:00:00,,08054,New Jersey,1-Philadelphia City (20 mi.),5,96.00,
2409815,2019-01-28 00:00:00,,17602,Pennsylvania,2-Greater Philadelphia(70 mi.),U,192.00,
2409843,2019-01-28 00:00:00,,19070,Pennsylvania,1-Philadelphia City (20 mi.),U,174.00,
2047272,2019-01-28 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),2,0.00,
2409829,2019-01-28 00:00:00,,19106,Pennsylvania,1-Philadelphia City (20 mi.),U,138.00,
2409836,2019-01-28 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),,50.00,
2410343,2019-01-28 00:00:00,2019-02-10 00:00:00,19128,Pennsylvania,1-Philadelphia City (20 mi.),,128.00,$45.6
2409835,2019-01-28 00:00:00,,19128,Pennsylvania,1-Philadelphia City (20 mi.),5,170.00,
2409833,2019-01-28 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),3,318.00,
2409816,2019-01-28 00:00:00,,19136,Pennsylvania,1-Philadelphia City (20 mi.),2,170.00,
2409837,2019-01-28 00:00:00,,19145,Pennsylvania,1-Philadelphia City (20 mi.),U,170.00,
2409817,2019-01-28 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),U,40.00,
2409842,2019-01-28 00:00:00,,19335,Pennsylvania,2-Greater Philadelphia(70 mi.),4,118.00,
2409814,2019-01-28 00:00:00,,19382,Pennsylvania,2-Greater Philadelphia(70 mi.),U,198.00,
2409822,2019-01-28 00:00:00,,20854,Maryland,4-DC (20 mi.),1,198.00,
2409890,2019-01-29 00:00:00,,08108,New Jersey,1-Philadelphia City (20 mi.),1,170.00,
2409882,2019-01-29 00:00:00,,08535,New York,2-Greater Philadelphia(70 mi.),U,352.00,
2409887,2019-01-29 00:00:00,,18360,Pennsylvania,2-Greater Philadelphia(70 mi.),4,275.00,
2409867,2019-01-29 00:00:00,,19010,Pennsylvania,1-Philadelphia City (20 mi.),4,330.00,
2409851,2019-01-29 00:00:00,,19020,Pennsylvania,1-Philadelphia City (20 mi.),U,118.00,
2409849,2019-01-29 00:00:00,,19041,Pennsylvania,1-Philadelphia City (20 mi.),U,270.00,
2409864,2019-01-29 00:00:00,,19046,Pennsylvania,1-Philadelphia City (20 mi.),4,60.00,
2409873,2019-01-29 00:00:00,,19067,Pennsylvania,2-Greater Philadelphia(70 mi.),U,78.00,
2409856,2019-01-29 00:00:00,,19096,Pennsylvania,1-Philadelphia City (20 mi.),U,78.00,
2409875,2019-01-29 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
1257996,2019-01-29 00:00:00,,19102,Pennsylvania,1-Philadelphia City (20 mi.),5,1386.00,
2409848,2019-01-29 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),,100.00,
2409622,2019-01-29 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),5,447.00,
2409891,2019-01-29 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),,200.00,
2409884,2019-01-29 00:00:00,,19107,Pennsylvania,1-Philadelphia City (20 mi.),U,150.00,
2409885,2019-01-29 00:00:00,,19123,Pennsylvania,1-Philadelphia City (20 mi.),U,78.00,
2409855,2019-01-29 00:00:00,,19130,Pennsylvania,1-Philadelphia City (20 mi.),U,118.00,
2409878,2019-01-29 00:00:00,,19143,Pennsylvania,1-Philadelphia City (20 mi.),1,318.00,
2409865,2019-01-29 00:00:00,,19146,Pennsylvania,1-Philadelphia City (20 mi.),6,70.00,
2409858,2019-01-29 00:00:00,,19147,Pennsylvania,1-Philadelphia City (20 mi.),3,118.00,
582443,2019-01-29 00:00:00,1993-03-26 00:00:00,193552002,Pennsylvania,2-Greater Philadelphia(70 mi.),3,118.00,$24
2409874,2019-01-29 00:00:00,,19380,Pennsylvania,2-Greater Philadelphia(70 mi.),3,298.00,
2409888,2019-01-29 00:00:00,,19711,Delaware,2-Greater Philadelphia(70 mi.),U,440.00,
2409894,2019-01-30 00:00:00,,08002,New Jersey,1-Philadelphia City (20 mi.),4,170.00,
2409903,2019-01-30 00:00:00,,08003,New Jersey,1-Philadelphia City (20 mi.),4,103.00,
2409913,2019-01-30 00:00:00,,08054,New Jersey,1-Philadelphia City (20 mi.),U,170.00,
2409907,2019-01-30 00:00:00,,08540,New Jersey,2-Greater Philadelphia(70 mi.),5,0.00,
2409924,2019-01-30 00:00:00,,08648,New Jersey,2-Greater Philadelphia(70 mi.),U,20.00,
2409897,2019-01-30 00:00:00,,112153596,New York,3-New York City (20 mi.),,200.00,
2409893,2019-01-30 00:00:00,,12901,New York,7-USA Balance,,100.00,
2409918,2019-01-30 00:00:00,,19004,Pennsylvania,1-Philadelphia City (20 mi.),1,20.00,
2409925,2019-01-30 00:00:00,,19010,Pennsylvania,1-Philadelphia City (20 mi.),U,20.00,
2409912,2019-01-30 00:00:00,,19026,Pennsylvania,1-Philadelphia City (20 mi.),,0.00,
2409921,2019-01-30 00:00:00,,19087,Pennsylvania,1-Philadelphia City (20 mi.),,300.00,
2409896,2019-01-30 00:00:00,,19103,Pennsylvania,1-Philadelphia City (20 mi.),U,59.00,
2409919,2019-01-30 00:00:00,,19104,Pennsylvania,1-Philadelphia City (20 mi.),U,20.00,
